time,screenX,screenY,lineNum,charPos,token
1463162395.52386,0,0,,,
1463162395.53586,0,0,,,
1463162395.55355,0,0,,,
1463162395.56766,0,0,,,
1463162395.59881,0,0,,,
1463162395.61282,0,0,,,
1463162395.6319,0,0,,,
1463162395.64489,0,0,,,
1463162395.65805,0,0,,,
1463162395.67206,0,0,,,
1463162395.68906,0,0,,,
1463162395.70306,0,0,,,
1463162395.71506,0,0,,,
1463162395.74903,0,0,,,
1463162395.76003,0,0,,,
1463162395.77812,0,0,,,
1463162395.79225,0,0,,,
1463162395.81519,0,0,,,
1463162395.83219,0,0,,,
1463162395.83923,0,0,,,
1463162395.85222,0,0,,,
1463162395.86823,0,0,,,
1463162395.89615,0,0,,,
1463162395.9138,0,0,,,
1463162395.92718,0,0,,,
1463162395.94218,0,0,,,
1463162395.95918,0,0,,,
1463162395.97218,0,0,,,
1463162395.98627,0,0,,,
1463162396.00312,0,0,,,
1463162396.01818,0,0,,,
1463162396.04923,0,0,,,
1463162396.06223,0,0,,,
1463162396.07419,0,0,,,
1463162396.09227,0,0,,,
1463162396.10633,0,0,,,
1463162396.11934,0,0,,,
1463162396.13768,0,0,,,
1463162396.15202,0,0,,,
1463162396.16402,0,0,,,
1463162396.19747,0,0,,,
1463162396.2092,0,0,,,
1463162396.22749,0,0,,,
1463162396.24134,0,0,,,
1463162396.25434,0,0,,,
1463162396.27379,0,0,,,
1463162396.28679,0,0,,,
1463162396.2988,0,0,,,
1463162396.3171,0,0,,,
1463162396.34517,0,0,,,
1463162396.36143,0,0,,,
1463162396.37743,0,0,,,
1463162396.38943,0,0,,,
1463162396.40745,0,0,,,
1463162396.42152,0,0,,,
1463162396.43452,0,0,,,
1463162396.45222,0,0,,,
1463162396.46722,0,0,,,
1463162396.49922,0,0,,,
1463162396.54322,0,0,,,
1463162396.58755,0,0,,,
1463162396.60206,0,0,,,
1463162396.66124,0,0,,,
1463162396.68118,0,0,,,
1463162396.70618,0,0,,,
1463162396.72487,0,0,,,
1463162396.74032,283,239,,,
1463162396.75232,564,481,,,
1463162396.77235,567,493,20,480,counter1
1463162396.79836,568,497,20,480,counter1
1463162396.81601,568,497,20,480,counter1
1463162396.83001,568,497,20,480,counter1
1463162396.84301,566,496,20,480,counter1
1463162396.86007,564,495,20,480,counter1
1463162396.87607,555,495,20,480,counter1
1463162396.88807,545,493,20,480,counter1
1463162396.90707,545,496,20,480,counter1
1463162396.92307,541,502,20,480,counter1
1463162396.95207,539,499,20,480,counter1
1463162396.96607,534,496,20,480,counter1
1463162396.97707,532,498,20,480,counter1
1463162396.99607,530,499,20,480,counter1
1463162397.01074,530,497,20,480,counter1
1463162397.02306,530,496,20,480,counter1
1463162397.04106,531,500,20,480,counter1
1463162397.05533,530,500,20,480,counter1
1463162397.06726,525,502,20,480,counter1
1463162397.10326,520,499,20,480,counter1
1463162397.11162,519,502,20,480,counter1
1463162397.13262,518,502,20,480,counter1
1463162397.14562,518,501,20,480,counter1
1463162397.15762,515,501,20,480,counter1
1463162397.17664,512,503,,,
1463162397.19064,509,506,,,
1463162397.20228,506,507,,,
1463162397.24907,499,513,,,
1463162397.29304,487,514,,,
1463162397.31097,476,527,22,546,counter2
1463162397.32797,473,531,22,546,counter2
1463162397.34097,472,536,,,
1463162397.35598,469,539,,,
1463162397.37104,462,547,,,
1463162397.40247,458,548,,,
1463162397.41648,458,541,,,
1463162397.42648,457,536,,,
1463162397.44418,459,536,,,
1463162397.47266,459,532,22,546,counter2
1463162397.49103,459,529,22,546,counter2
1463162397.50503,459,529,22,546,counter2
1463162397.51683,456,529,22,546,counter2
1463162397.5542,453,525,22,546,counter2
1463162397.5652,451,525,22,546,counter2
1463162397.58221,449,525,22,546,counter2
1463162397.59439,445,525,22,546,counter2
1463162397.60741,440,539,,,
1463162397.62543,433,553,24,643,counter2
1463162397.64043,432,555,24,643,counter2
1463162397.65248,431,559,24,643,counter2
1463162397.6711,430,563,24,642,[
1463162397.69915,423,562,24,637,array
1463162397.71607,420,562,24,637,array
1463162397.73107,418,568,,,
1463162397.74307,422,560,24,637,array
1463162397.76107,423,553,24,637,array
1463162397.78707,425,559,24,642,[
1463162397.80607,425,559,24,642,[
1463162397.82099,421,560,24,637,array
1463162397.85199,421,561,24,637,array
1463162397.86501,421,563,24,637,array
1463162397.87701,416,565,24,637,array
1463162397.89746,414,567,,,
1463162397.92249,414,567,,,
1463162397.94049,414,567,,,
1463162397.9696,414,572,,,
1463162398.00207,414,571,,,
1463162398.01165,415,573,,,
1463162398.04565,410,576,,,
1463162398.05765,408,578,,,
1463162398.07638,405,578,,,
1463162398.09103,404,578,,,
1463162398.10203,398,578,,,
1463162398.12009,388,583,26,706,counter1
1463162398.14887,387,586,26,706,counter1
1463162398.16529,381,588,26,706,counter1
1463162398.18129,377,590,26,706,counter1
1463162398.19229,375,589,26,706,counter1
1463162398.21129,373,584,26,706,counter1
1463162398.2253,373,583,26,706,counter1
1463162398.2373,376,581,,,
1463162398.25563,380,581,,,
1463162398.27063,386,578,,,
1463162398.30243,399,567,,,
1463162398.31552,464,547,,,
1463162398.32764,604,472,,,
1463162398.36063,761,332,,,
1463162398.37291,858,208,,,
1463162398.39292,887,147,,,
1463162398.40592,894,125,,,
1463162398.41591,896,118,,,
1463162398.45123,897,114,,,
1463162398.46125,901,109,,,
1463162398.47837,906,106,,,
1463162398.49452,909,106,,,
1463162398.50651,907,106,,,
1463162398.52473,905,106,,,
1463162398.53989,906,106,,,
1463162398.55089,909,106,,,
1463162398.5695,915,105,,,
1463162398.59756,919,103,,,
1463162398.62917,927,101,,,
1463162398.6412,981,100,,,
1463162398.67426,1137,99,,,
1463162398.68626,1307,96,,,
1463162398.71811,1365,94,,,
1463162398.76387,1368,88,,,
1463162398.77487,1370,88,,,
1463162398.79561,1372,88,,,
1463162398.81173,1374,91,,,
1463162398.85373,1375,95,,,
1463162398.86573,1378,91,,,
1463162398.90032,1388,84,,,
1463162398.91043,1401,84,,,
1463162398.95543,1412,85,,,
1463162399.00176,1427,86,,,
1463162399.02076,1452,80,,,
1463162399.04975,1497,63,,,
1463162399.06476,1524,50,,,
1463162399.09277,1525,43,,,
1463162399.10877,1540,43,,,
1463162399.13821,1558,43,,,
1463162399.20077,1566,47,,,
1463162399.22595,1574,54,,,
1463162399.24495,1579,68,,,
1463162399.27095,1579,75,,,
1463162399.31598,1579,76,,,
1463162399.36103,1579,77,,,
1463162399.37911,1576,78,,,
1463162399.40613,1579,79,,,
1463162399.4512,1579,81,,,
1463162399.4712,1580,81,,,
1463162399.49821,1578,84,,,
1463162399.5172,1578,88,,,
1463162399.54121,1579,88,,,
1463162399.5592,1577,95,,,
1463162399.58568,1575,100,,,
1463162399.60373,1573,101,,,
1463162399.65023,1573,105,,,
1463162399.67723,1572,110,,,
1463162399.69423,1570,108,,,
1463162399.72023,1568,111,,,
1463162399.73862,1568,112,,,
1463162399.76562,1567,114,,,
1463162399.81045,1564,114,,,
1463162399.8568,1564,111,,,
1463162399.8748,1567,105,,,
1463162399.9018,1568,103,,,
1463162399.9198,1568,102,,,
1463162399.9478,1567,100,,,
1463162399.96394,1567,100,,,
1463162399.99082,1567,97,,,
1463162400.03623,1569,96,,,
1463162400.12838,1569,94,,,
1463162400.14343,1569,92,,,
1463162400.15843,1567,94,,,
1463162400.17043,1569,93,,,
1463162400.18893,1569,92,,,
1463162400.20393,1570,92,,,
1463162400.21693,1570,90,,,
1463162400.25201,1571,88,,,
1463162400.26101,1571,81,,,
1463162400.29402,1571,81,,,
1463162400.30702,1571,77,,,
1463162400.32502,1572,77,,,
1463162400.33902,1573,75,,,
1463162400.35078,1573,74,,,
1463162400.36936,1573,75,,,
1463162400.39676,1573,75,,,
1463162400.41396,1574,76,,,
1463162400.43081,1578,74,,,
1463162400.44081,1581,76,,,
1463162400.45892,1582,76,,,
1463162400.47393,1582,79,,,
1463162400.48625,1580,79,,,
1463162400.50434,1575,79,,,
